ID,brand,model,vehiclenumber,cost,status,duration
22499,bajaj1,,65,21428,,0
22500,honda,,49,24998,,0
22501,suzuki,,56,26607,,0
22502,suzuki25,,66,45105,,0
22503,bajaj,,39,35882,,0
22504,bajaj1,,26,36661,,0
22505,honda,,39,22765,,0
22506,suzuki,,39,41378,,0
22507,suzuki25,,59,32708,,0
22508,bajaj,,56,21882,,0
22509,bajaj1,,41,36848,,0
22510,honda,,38,28202,,0
22511,suzuki,,46,29533,,0
22512,suzuki25,,48,35098,,0
22513,bajaj,,68,47060,,0
22514,bajaj1,,51,20611,,0
22515,honda,,47,30834,,0
22516,suzuki,,37,20609,,0
22517,suzuki25,,44,31577,,0
22518,bajaj,,29,41577,,0
22519,bajaj1,,59,22437,,0
22520,honda,,56,25180,,0
22521,suzuki,,34,47010,,0
22522,suzuki25,,38,41756,,0
22523,bajaj,,42,35644,,0
22524,bajaj1,,29,21535,,0
22525,honda,,48,48822,,0
22526,suzuki,,34,52706,,0
22527,suzuki25,,64,51615,,0
22528,bajaj,,23,30848,,0
22529,bajaj1,,35,43522,,0
22530,honda,,51,49283,,0
22531,suzuki,,49,40926,,0
22532,suzuki25,,61,52730,,0
22533,bajaj,,37,48341,,0
22534,bajaj1,,56,45516,,0
22535,honda,,37,39976,,0
22536,suzuki,,39,32075,,0
22537,suzuki25,,21,22243,,0
22538,bajaj,,65,30732,,0
22539,bajaj1,,47,34901,,0
22540,honda,,61,26615,,0
22541,suzuki,,38,30403,,0
22542,suzuki25,,65,40858,,0
22543,bajaj,,58,46174,,0
22544,bajaj1,,46,50882,,0
22545,honda,,68,52337,,0
22546,suzuki,,58,37197,,0
22547,suzuki25,,66,20703,,0
22548,bajaj,,58,22586,,0
22549,bajaj1,,24,23501,,0
22550,honda,,65,51458,,0
22551,suzuki,,56,22940,,0
22552,suzuki25,,69,40747,,0
22553,bajaj,,42,44826,,0
22554,bajaj1,,31,39962,,0
22555,honda,,50,36857,,0
22556,suzuki,,47,45353,,0
22557,suzuki25,,38,39296,,0
22558,bajaj,,51,36857,,0
22559,bajaj1,,40,34176,,0
22560,honda,,42,38154,,0
22561,suzuki,,45,35210,,0
22562,suzuki25,,65,49288,,0
22563,bajaj,,22,46687,,0
22564,bajaj1,,55,45416,,0
22565,honda,,25,27560,,0
22566,suzuki,,27,22196,,0
22567,suzuki25,,43,46055,,0
22568,bajaj,,49,52003,,0
22569,bajaj1,,29,40110,,0
22570,honda,,60,36589,,0
22571,suzuki,,41,24335,,0
22572,suzuki25,,38,37853,,0
22573,bajaj,,25,27731,,0
22574,bajaj1,,65,20392,,0
22575,honda,,68,45806,,0
22576,suzuki,,35,51325,,0
22577,suzuki25,,57,44979,,0
22578,bajaj,,68,20445,,0
22579,bajaj1,,38,40773,,0
22580,honda,,27,24493,,0
22581,suzuki,,55,25550,,0
22582,suzuki25,,52,52618,,0
22583,bajaj,,54,29427,,0
22584,bajaj1,,65,51292,,0
22585,honda,,63,24583,,0
22586,suzuki,,66,21550,,0
22587,suzuki25,,21,22142,,0
22588,bajaj,,21,47165,,0
22589,bajaj1,,67,39077,,0
22590,honda,,51,37710,,0
22591,suzuki,,47,22161,,0
22592,suzuki25,,39,35397,,0
22593,bajaj,,55,29013,,0
22594,bajaj1,,63,50420,,0
22595,honda,,29,32377,,0
22596,suzuki,,56,44337,,0
22597,suzuki25,,52,40871,,0
22598,bajaj,,50,42027,,0
22599,bajaj1,,23,33446,,0
22600,honda,,41,41470,,0
22601,suzuki,,35,40333,,0
22602,suzuki25,,49,29572,,0
22603,bajaj,,35,31536,,0
22604,bajaj1,,38,35438,,0
22605,honda,,62,43999,,0
22606,suzuki,,21,37780,,0
22607,suzuki25,,58,44624,,0
22608,bajaj,,22,51082,,0
22609,bajaj1,,53,25817,,0
22610,honda,,35,43380,,0
22611,suzuki,,35,27362,,0
22612,suzuki25,,24,43035,,0
22613,bajaj,,25,24219,,0
22614,bajaj1,,35,21824,,0
22615,honda,,63,29418,,0
22616,suzuki,,66,42800,,0
22617,suzuki25,,64,23976,,0
22618,bajaj,,27,30872,,0
22619,bajaj1,,22,30220,,0
22620,honda,,33,47771,,0
22621,suzuki,,54,38759,,0
22622,suzuki25,,40,36130,,0
22623,bajaj,,44,39954,,0
22624,bajaj1,,68,45427,,0
22625,honda,,42,33957,,0
22626,suzuki,,22,35590,,0
22627,suzuki25,,46,40810,,0
22628,bajaj,,53,41619,,0
22629,bajaj1,,35,50194,,0
22630,honda,,24,24432,,0
22631,suzuki,,31,30630,,0
22632,suzuki25,,24,27418,,0
22633,bajaj,,61,36032,,0
22634,bajaj1,,39,29458,,0
22635,honda,,68,37882,,0
22636,suzuki,,33,48362,,0
22637,suzuki25,,29,45223,,0
22638,bajaj,,44,49311,,0
22639,bajaj1,,41,42433,,0
22640,honda,,35,48425,,0
22641,suzuki,,23,44835,,0
22642,suzuki25,,48,31569,,0
22643,bajaj,,27,31480,,0
22644,bajaj1,,49,45763,,0
22645,honda,,60,22388,,0
22646,suzuki,,54,50532,,0
22647,suzuki25,,60,26818,,0
22648,bajaj,,29,50405,,0
22649,bajaj1,,54,31549,,0
22650,honda,,62,30361,,0
22651,suzuki,,51,50658,,0
22652,suzuki25,,41,51587,,0
22653,bajaj,,53,45317,,0
22654,bajaj1,,22,29364,,0
22655,honda,,50,30020,,0
22656,suzuki,,29,41940,,0
22657,suzuki25,,46,42682,,0
22658,bajaj,,22,36862,,0
22659,bajaj1,,55,32885,,0
22660,honda,,38,45777,,0
22661,suzuki,,37,33833,,0
22662,suzuki25,,51,36291,,0
22663,bajaj,,66,49701,,0
22664,bajaj1,,32,20409,,0
22665,honda,,43,23943,,0
22666,suzuki,,40,39637,,0
22667,suzuki25,,64,41132,,0
22668,bajaj,,25,23695,,0
22669,bajaj1,,52,46571,,0
22670,honda,,34,27656,,0
22671,suzuki,,48,22659,,0
22672,suzuki25,,64,25242,,0
22673,bajaj,,52,37329,,0
22674,bajaj1,,42,25268,,0
22675,honda,,69,22215,,0
22676,suzuki,,34,49381,,0
22677,suzuki25,,48,39321,,0
22678,bajaj,,41,49974,,0
22679,bajaj1,,22,41913,,0
22680,honda,,38,27325,,0
22681,suzuki,,63,52230,,0
22682,suzuki25,,21,31599,,0
22683,bajaj,,26,23873,,0
22684,bajaj1,,41,46646,,0
22685,honda,,48,49344,,0
22686,suzuki,,40,31044,,0
22687,suzuki25,,23,49510,,0
22688,bajaj,,22,47782,,0
22689,bajaj1,,60,31442,,0
22690,honda,,42,37148,,0
22691,suzuki,,52,51415,,0
22692,suzuki25,,52,48936,,0
22693,bajaj,,56,52012,,0
22694,bajaj1,,36,29797,,0
22695,honda,,30,20837,,0
22696,suzuki,,25,47386,,0
22697,suzuki25,,55,49954,,0
22698,bajaj,,24,47119,,0
22699,bajaj1,,50,22663,,0
22700,honda,,33,23199,,0
22701,suzuki,,25,46828,,0
22702,suzuki25,,21,27407,,0
22703,bajaj,,59,50645,,0
22704,bajaj1,,38,45342,,0
22705,honda,,38,20516,,0
22706,suzuki,,23,48349,,0
22707,suzuki25,,30,50573,,0
22708,bajaj,,43,21441,,0
22709,bajaj1,,48,45131,,0
22710,honda,,69,46071,,0
22711,suzuki,,57,45841,,0
22712,suzuki25,,51,41463,,0
22713,bajaj,,24,41796,,0
22714,bajaj1,,39,29788,,0
22715,honda,,28,37735,,0
22716,suzuki,,47,37363,,0
22717,suzuki25,,26,25047,,0
22718,bajaj,,47,38418,,0
22719,bajaj1,,51,40888,,0
22720,honda,,49,36651,,0
22721,suzuki,,27,25647,,0
22722,suzuki25,,61,35744,,0
22723,bajaj,,61,24529,,0
22724,bajaj1,,49,26841,,0
22725,honda,,25,50268,,0
22726,suzuki,,62,39061,,0
22727,suzuki25,,60,21669,,0
22728,bajaj,,51,20605,,0
22729,bajaj1,,66,45266,,0
22730,honda,,20,22527,,0
22731,suzuki,,48,45769,,0
22732,suzuki25,,62,26713,,0
22733,bajaj,,26,28393,,0
22734,bajaj1,,38,21236,,0
22735,honda,,38,44279,,0
22736,suzuki,,64,25076,,0
22737,suzuki25,,49,27995,,0
22738,bajaj,,46,42765,,0
22739,bajaj1,,64,20108,,0
22740,honda,,28,44184,,0
22741,suzuki,,65,26313,,0
22742,suzuki25,,51,48358,,0
22743,bajaj,,43,26122,,0
22744,bajaj1,,57,46036,,0
22745,honda,,61,37942,,0
22746,suzuki,,46,36511,,0
22747,suzuki25,,42,32662,,0
22748,bajaj,,33,44538,,0
22749,bajaj1,,56,28554,,0
22750,honda,,35,32350,,0
22751,suzuki,,57,28538,,0
22752,suzuki25,,61,31394,,0
22753,bajaj,,39,34320,,0
22754,bajaj1,,57,48331,,0
22755,honda,,48,27812,,0
22756,suzuki,,39,37157,,0
22757,suzuki25,,58,23288,,0
22758,bajaj,,65,49043,,0
22759,bajaj1,,21,47910,,0
22760,honda,,25,32547,,0
22761,suzuki,,49,22998,,0
22762,suzuki25,,49,51173,,0
22763,bajaj,,51,26292,,0
22764,bajaj1,,30,30462,,0
22765,honda,,32,22818,,0
22766,suzuki,,32,30968,,0
22767,suzuki25,,67,36137,,0
22768,bajaj,,20,28252,,0
22769,bajaj1,,20,44214,,0
22770,honda,,61,32387,,0
22771,suzuki,,23,47363,,0
22772,suzuki25,,68,52393,,0
22773,bajaj,,39,51283,,0
22774,bajaj1,,45,49987,,0
22775,honda,,56,52194,,0
22776,suzuki,,27,43410,,0
22777,suzuki25,,26,29212,,0
22778,bajaj,,29,46969,,0
22779,bajaj1,,49,30989,,0
22780,honda,,29,39820,,0
22781,suzuki,,24,34073,,0
22782,suzuki25,,59,42857,,0
22783,bajaj,,46,20461,,0
22784,bajaj1,,58,38475,,0
22785,honda,,36,50101,,0
22786,suzuki,,28,41436,,0
22787,suzuki25,,56,22159,,0
22788,bajaj,,63,22859,,0
22789,bajaj1,,39,47680,,0
22790,honda,,29,28319,,0
22791,suzuki,,67,46119,,0
22792,suzuki25,,58,28235,,0
22793,bajaj,,22,45423,,0
22794,bajaj1,,39,38146,,0
22795,honda,,66,27528,,0
22796,suzuki,,58,47052,,0
22797,suzuki25,,37,45271,,0
22798,bajaj,,67,29274,,0
22799,bajaj1,,42,42412,,0
22800,honda,,46,36758,,0
22801,suzuki,,68,37237,,0
22802,suzuki25,,60,24703,,0
22803,bajaj,,62,35890,,0
22804,bajaj1,,63,30004,,0
22805,honda,,63,41001,,0
22806,suzuki,,47,27726,,0
22807,suzuki25,,39,46043,,0
22808,bajaj,,50,52339,,0
22809,bajaj1,,44,20534,,0
22810,honda,,52,39977,,0
22811,suzuki,,46,38668,,0
22812,suzuki25,,46,44007,,0
22813,bajaj,,32,32196,,0
22814,bajaj1,,41,50802,,0
22815,honda,,40,41040,,0
22816,suzuki,,25,47975,,0
22817,suzuki25,,28,49247,,0
22818,bajaj,,35,30739,,0
22819,bajaj1,,31,50387,,0
22820,honda,,44,41611,,0
22821,suzuki,,47,52597,,0
22822,suzuki25,,40,27385,,0
22823,bajaj,,32,44775,,0
22824,bajaj1,,33,34613,,0
22825,honda,,27,27355,,0
22826,suzuki,,63,35989,,0
22827,suzuki25,,48,30851,,0
22828,bajaj,,31,39941,,0
22829,bajaj1,,20,29000,,0
22830,honda,,41,37978,,0
22831,suzuki,,61,30143,,0
22832,suzuki25,,21,48867,,0
22833,bajaj,,59,24281,,0
22834,bajaj1,,44,43585,,0
22835,honda,,68,36698,,0
22836,suzuki,,30,42873,,0
22837,suzuki25,,22,31116,,0
22838,bajaj,,66,40264,,0
22839,bajaj1,,35,44340,,0
22840,honda,,46,42423,,0
22841,suzuki,,66,33221,,0
22842,suzuki25,,49,43502,,0
22843,bajaj,,22,45268,,0
22844,bajaj1,,63,28749,,0
22845,honda,,67,29900,,0
22846,suzuki,,23,20665,,0
22847,suzuki25,,45,32739,,0
22848,bajaj,,46,33588,,0
22849,bajaj1,,42,24396,,0
22850,honda,,57,48305,,0
22851,suzuki,,35,40622,,0
22852,suzuki25,,22,36390,,0
22853,bajaj,,65,49110,,0
22854,bajaj1,,69,47586,,0
22855,honda,,67,23209,,0
22856,suzuki,,28,29473,,0
22857,suzuki25,,33,31068,,0
22858,bajaj,,29,48094,,0
22859,bajaj1,,26,34023,,0
22860,honda,,69,21736,,0
22861,suzuki,,23,21942,,0
22862,suzuki25,,68,29752,,0
22863,bajaj,,21,48290,,0
22864,bajaj1,,34,46466,,0
22865,honda,,43,38945,,0
22866,suzuki,,36,30986,,0
22867,suzuki25,,45,51641,,0
22868,bajaj,,68,42169,,0
22869,bajaj1,,44,40891,,0
22870,honda,,47,31600,,0
22871,suzuki,,22,34605,,0
22872,suzuki25,,55,32412,,0
22873,bajaj,,67,39432,,0
22874,bajaj1,,22,36363,,0
22875,honda,,54,23972,,0
22876,suzuki,,40,47614,,0
22877,suzuki25,,48,50544,,0
22878,bajaj,,42,31615,,0
22879,bajaj1,,33,52710,,0
22880,honda,,39,50932,,0
22881,suzuki,,69,50110,,0
22882,suzuki25,,40,44277,,0
22883,bajaj,,47,35682,,0
22884,bajaj1,,21,32091,,0
22885,honda,,57,31907,,0
22886,suzuki,,33,41113,,0
22887,suzuki25,,41,42666,,0
22888,bajaj,,23,39760,,0
22889,bajaj1,,62,36913,,0
22890,honda,,65,28701,,0
22891,suzuki,,39,51187,,0
22892,suzuki25,,26,21430,,0
22893,bajaj,,26,22880,,0
22894,bajaj1,,47,26421,,0
22895,honda,,36,31126,,0
22896,suzuki,,49,27827,,0
22897,suzuki25,,55,32909,,0
22898,bajaj,,23,43545,,0
22899,bajaj1,,45,33425,,0
22900,honda,,39,28211,,0
22901,suzuki,,65,40438,,0
22902,suzuki25,,48,27654,,0
22903,bajaj,,59,20743,,0
22904,bajaj1,,65,24676,,0
22905,honda,,28,27711,,0
22906,suzuki,,51,46525,,0
22907,suzuki25,,62,29884,,0
22908,bajaj,,57,39480,,0
22909,bajaj1,,25,35568,,0
22910,honda,,39,48130,,0
22911,suzuki,,61,43418,,0
22912,suzuki25,,22,40934,,0
22913,bajaj,,67,20724,,0
22914,bajaj1,,46,50719,,0
22915,honda,,46,29230,,0
22916,suzuki,,32,37226,,0
22917,suzuki25,,39,44828,,0
22918,bajaj,,66,42079,,0
22919,bajaj1,,22,49708,,0
22920,honda,,33,43264,,0
22921,suzuki,,53,41626,,0
22922,suzuki25,,58,46739,,0
22923,bajaj,,61,47335,,0
22924,bajaj1,,54,51629,,0
22925,honda,,22,46983,,0
22926,suzuki,,59,33424,,0
22927,suzuki25,,36,27610,,0
22928,bajaj,,20,40374,,0
22929,bajaj1,,62,39773,,0
22930,honda,,40,23214,,0
22931,suzuki,,23,49442,,0
22932,suzuki25,,29,50471,,0
22933,bajaj,,46,49021,,0
22934,bajaj1,,47,37963,,0
22935,honda,,55,23041,,0
22936,suzuki,,49,37966,,0
22937,suzuki25,,32,35754,,0
22938,bajaj,,54,20038,,0
22939,bajaj1,,25,36188,,0
22940,honda,,39,25149,,0
22941,suzuki,,54,41100,,0
22942,suzuki25,,36,51076,,0
22943,bajaj,,50,29245,,0
22944,bajaj1,,45,26443,,0
22945,honda,,29,43567,,0
22946,suzuki,,22,50543,,0
22947,suzuki25,,24,31315,,0
22948,bajaj,,46,43923,,0
22949,bajaj1,,26,49793,,0
22950,honda,,55,35442,,0
22951,suzuki,,26,40045,,0
22952,suzuki25,,54,34163,,0
22953,bajaj,,41,25560,,0
22954,bajaj1,,21,23679,,0
22955,honda,,33,36611,,0
22956,suzuki,,40,43023,,0
22957,suzuki25,,22,27497,,0
22958,bajaj,,53,39817,,0
22959,bajaj1,,54,37549,,0
22960,honda,,62,49612,,0
22961,suzuki,,48,43986,,0
22962,suzuki25,,28,26633,,0
22963,bajaj,,47,52394,,0
22964,bajaj1,,51,43734,,0
22965,honda,,39,36753,,0
22966,suzuki,,39,22909,,0
22967,suzuki25,,54,45403,,0
22968,bajaj,,44,41882,,0
22969,bajaj1,,36,52106,,0
22970,honda,,48,50405,,0
22971,suzuki,,29,32452,,0
22972,suzuki25,,51,41804,,0
22973,bajaj,,36,41349,,0
22974,bajaj1,,57,37701,,0
22975,honda,,25,50962,,0
22976,suzuki,,42,46690,,0
22977,suzuki25,,30,45742,,0
22978,bajaj,,47,43045,,0
22979,bajaj1,,48,35599,,0
22980,honda,,35,27927,,0
22981,suzuki,,51,25107,,0
22982,suzuki25,,68,22548,,0
22983,bajaj,,58,25776,,0
22984,bajaj1,,67,23017,,0
22985,honda,,50,50985,,0
22986,suzuki,,58,28449,,0
22987,suzuki25,,64,49544,,0
22988,bajaj,,21,40987,,0
22989,bajaj1,,37,45128,,0
22990,honda,,23,51040,,0
22991,suzuki,,51,44370,,0
22992,suzuki25,,46,37428,,0
22993,bajaj,,46,46379,,0
22994,bajaj1,,20,28523,,0
22995,honda,,41,44139,,0
22996,suzuki,,39,24702,,0
22997,suzuki25,,39,22897,,0
22998,bajaj,,50,24798,,0
22999,bajaj1,,48,42581,,0
23000,honda,,40,22408,,0
23001,suzuki,,58,48926,,0
23002,suzuki25,,31,50906,,0
23003,bajaj,,54,24629,,0
23004,bajaj1,,35,44709,,0
23005,honda,,39,26906,,0
23006,suzuki,,58,21635,,0
23007,suzuki25,,20,34646,,0
23008,bajaj,,50,26219,,0
23009,bajaj1,,30,36273,,0
23010,honda,,31,43906,,0
23011,suzuki,,58,52132,,0
23012,suzuki25,,41,46900,,0
23013,bajaj,,43,30993,,0
23014,bajaj1,,25,21124,,0
23015,honda,,51,35378,,0
23016,suzuki,,67,36768,,0
23017,suzuki25,,34,32720,,0
23018,bajaj,,47,48057,,0
23019,bajaj1,,44,34741,,0
23020,honda,,65,41745,,0
23021,suzuki,,27,33123,,0
23022,suzuki25,,37,23382,,0
23023,bajaj,,27,47878,,0
23024,bajaj1,,68,34862,,0
23025,honda,,24,31400,,0
23026,suzuki,,42,52755,,0
23027,suzuki25,,39,42916,,0
23028,bajaj,,25,26465,,0
23029,bajaj1,,65,43101,,0
23030,honda,,23,36781,,0
23031,suzuki,,31,51247,,0
23032,suzuki25,,39,47449,,0
23033,bajaj,,43,47526,,0
23034,bajaj1,,40,49509,,0
23035,honda,,37,35054,,0
23036,suzuki,,53,38280,,0
23037,suzuki25,,52,37515,,0
23038,bajaj,,59,32896,,0
23039,bajaj1,,61,21066,,0
23040,honda,,33,37030,,0
23041,suzuki,,69,40568,,0
23042,suzuki25,,22,52421,,0
23043,bajaj,,36,41809,,0
23044,bajaj1,,23,43820,,0
23045,honda,,51,45755,,0
23046,suzuki,,60,32514,,0
23047,suzuki25,,41,48181,,0
23048,bajaj,,52,20442,,0
23049,bajaj1,,46,33034,,0
23050,honda,,61,20359,,0
23051,suzuki,,47,22730,,0
23052,suzuki25,,43,25138,,0
23053,bajaj,,36,39418,,0
23054,bajaj1,,58,27818,,0
23055,honda,,44,31499,,0
23056,suzuki,,51,23802,,0
23057,suzuki25,,48,32649,,0
23058,bajaj,,61,41281,,0
23059,bajaj1,,29,50581,,0
23060,honda,,41,32958,,0
23061,suzuki,,42,51093,,0
23062,suzuki25,,37,35627,,0
23063,bajaj,,46,26154,,0
23064,bajaj1,,50,37452,,0
23065,honda,,35,20067,,0
23066,suzuki,,22,25031,,0
23067,suzuki25,,39,36912,,0
23068,bajaj,,34,43318,,0
23069,bajaj1,,42,31001,,0
23070,honda,,54,52347,,0
23071,suzuki,,37,34607,,0
23072,suzuki25,,62,36435,,0
23073,bajaj,,39,34883,,0
23074,bajaj1,,67,51503,,0
23075,honda,,60,47447,,0
23076,suzuki,,68,43583,,0
23077,suzuki25,,58,31314,,0
23078,bajaj,,25,41679,,0
23079,bajaj1,,44,27128,,0
23080,honda,,68,33750,,0
23081,suzuki,,43,32280,,0
23082,suzuki25,,27,30668,,0
23083,bajaj,,50,27655,,0
23084,bajaj1,,25,20157,,0
23085,honda,,60,30030,,0
23086,suzuki,,52,20636,,0
23087,suzuki25,,67,27808,,0
23088,bajaj,,57,35289,,0
23089,bajaj1,,69,34575,,0
23090,honda,,33,50741,,0
23091,suzuki,,65,52607,,0
23092,suzuki25,,51,44502,,0
23093,bajaj,,61,49754,,0
23094,bajaj1,,66,47254,,0
23095,honda,,54,36741,,0
23096,suzuki,,42,27553,,0
23097,suzuki25,,66,20627,,0
23098,bajaj,,27,38207,,0
23099,bajaj1,,46,52537,,0
23100,honda,,38,31470,,0
23101,suzuki,,61,47106,,0
23102,suzuki25,,46,44468,,0
23103,bajaj,,68,50500,,0
23104,bajaj1,,67,30899,,0
23105,honda,,53,44627,,0
23106,suzuki,,58,40446,,0
23107,suzuki25,,58,29940,,0
23108,bajaj,,52,21931,,0
23109,bajaj1,,61,31509,,0
23110,honda,,56,49962,,0
23111,suzuki,,29,49851,,0
23112,suzuki25,,64,21717,,0
23113,bajaj,,45,27195,,0
23114,bajaj1,,35,49607,,0
23115,honda,,57,47277,,0
23116,suzuki,,29,39410,,0
23117,suzuki25,,26,20126,,0
23118,bajaj,,48,40044,,0
23119,bajaj1,,43,20229,,0
23120,honda,,60,51210,,0
23121,suzuki,,38,38008,,0
23122,suzuki25,,44,23088,,0
23123,bajaj,,32,50848,,0
23124,bajaj1,,39,45031,,0
23125,honda,,45,25579,,0
23126,suzuki,,40,48432,,0
23127,suzuki25,,47,37760,,0
23128,bajaj,,55,36505,,0
23129,bajaj1,,49,21368,,0
23130,honda,,39,35085,,0
23131,suzuki,,56,22347,,0
23132,suzuki25,,28,23536,,0
23133,bajaj,,63,43656,,0
23134,bajaj1,,59,22892,,0
23135,honda,,63,27594,,0
23136,suzuki,,20,43269,,0
23137,suzuki25,,48,46055,,0
23138,bajaj,,61,34932,,0
23139,bajaj1,,42,32106,,0
23140,honda,,50,36530,,0
23141,suzuki,,28,41028,,0
23142,suzuki25,,38,42323,,0
23143,bajaj,,33,46526,,0
23144,bajaj1,,67,44053,,0
23145,honda,,24,30898,,0
23146,suzuki,,27,31417,,0
23147,suzuki25,,28,30203,,0
23148,bajaj,,45,46353,,0
23149,bajaj1,,61,41258,,0
23150,honda,,47,42331,,0
23151,suzuki,,68,41338,,0
23152,suzuki25,,55,37069,,0
23153,bajaj,,37,27399,,0
23154,bajaj1,,33,47729,,0
23155,honda,,37,30778,,0
23156,suzuki,,38,34867,,0
23157,suzuki25,,66,46984,,0
23158,bajaj,,52,32313,,0
23159,bajaj1,,52,33116,,0
23160,honda,,28,33906,,0
23161,suzuki,,29,43601,,0
23162,suzuki25,,58,43634,,0
23163,bajaj,,20,34213,,0
23164,bajaj1,,31,23933,,0
23165,honda,,51,27627,,0
23166,suzuki,,65,50401,,0
23167,suzuki25,,59,39423,,0
23168,bajaj,,21,47241,,0
23169,bajaj1,,36,31807,,0
23170,honda,,20,34256,,0
23171,suzuki,,41,47608,,0
23172,suzuki25,,32,30355,,0
23173,bajaj,,36,38175,,0
23174,bajaj1,,55,20106,,0
23175,honda,,20,29250,,0
23176,suzuki,,43,45784,,0
23177,suzuki25,,50,40125,,0
23178,bajaj,,44,45024,,0
23179,bajaj1,,55,39729,,0
23180,honda,,55,20827,,0
23181,suzuki,,59,43058,,0
23182,suzuki25,,59,32935,,0
23183,bajaj,,27,41792,,0
23184,bajaj1,,33,40290,,0
23185,honda,,36,36345,,0
23186,suzuki,,53,33848,,0
23187,suzuki25,,46,27020,,0
23188,bajaj,,44,30713,,0
23189,bajaj1,,67,34929,,0
23190,honda,,27,41199,,0
23191,suzuki,,46,43096,,0
23192,suzuki25,,31,38510,,0
23193,bajaj,,36,26719,,0
23194,bajaj1,,33,42668,,0
23195,honda,,35,28551,,0
23196,suzuki,,41,20691,,0
23197,suzuki25,,42,22377,,0
23198,bajaj,,39,42325,,0
23199,bajaj1,,60,44837,,0
23200,honda,,20,32896,,0
23201,suzuki,,42,43676,,0
23202,suzuki25,,47,21330,,0
23203,bajaj,,33,20959,,0
23204,bajaj1,,42,28302,,0
23205,honda,,37,50406,,0
23206,suzuki,,30,33807,,0
23207,suzuki25,,28,26502,,0
23208,bajaj,,20,21085,,0
23209,bajaj1,,28,35229,,0
23210,honda,,45,44670,,0
23211,suzuki,,26,24464,,0
23212,suzuki25,,65,24591,,0
23213,bajaj,,49,24311,,0
23214,bajaj1,,36,33683,,0
23215,honda,,28,21398,,0
23216,suzuki,,20,26378,,0
23217,suzuki25,,50,49296,,0
23218,bajaj,,24,38086,,0
23219,bajaj1,,49,25047,,0
23220,honda,,60,32890,,0
23221,suzuki,,51,25063,,0
23222,suzuki25,,61,35476,,0
23223,bajaj,,37,38836,,0
23224,bajaj1,,36,52684,,0
23225,honda,,67,24800,,0
23226,suzuki,,49,27389,,0
23227,suzuki25,,69,27698,,0
23228,bajaj,,54,50996,,0
23229,bajaj1,,24,34884,,0
23230,honda,,52,28679,,0
23231,suzuki,,58,51835,,0
23232,suzuki25,,51,39465,,0
23233,bajaj,,23,41532,,0
23234,bajaj1,,24,28219,,0
23235,honda,,30,44125,,0
23236,suzuki,,69,38884,,0
23237,suzuki25,,27,23258,,0
23238,bajaj,,59,52003,,0
23239,bajaj1,,26,50378,,0
23240,honda,,46,46052,,0
23241,suzuki,,31,45713,,0
23242,suzuki25,,38,33746,,0
23243,bajaj,,35,47702,,0
23244,bajaj1,,26,37485,,0
23245,honda,,55,32952,,0
23246,suzuki,,56,50012,,0
23247,suzuki25,,39,29116,,0
23248,bajaj,,58,42756,,0
23249,bajaj1,,48,34314,,0
23250,honda,,37,35161,,0
23251,suzuki,,31,26714,,0
23252,suzuki25,,31,25332,,0
23253,bajaj,,28,36649,,0
23254,bajaj1,,30,24679,,0
23255,honda,,35,40624,,0
23256,suzuki,,50,29645,,0
23257,suzuki25,,50,42774,,0
23258,bajaj,,22,42149,,0
23259,bajaj1,,20,37605,,0
23260,honda,,65,37344,,0
23261,suzuki,,47,22971,,0
23262,suzuki25,,60,23096,,0
23263,bajaj,,58,52034,,0
23264,bajaj1,,33,24260,,0
23265,honda,,39,34401,,0
23266,suzuki,,42,37833,,0
23267,suzuki25,,29,28852,,0
23268,bajaj,,38,21460,,0
23269,bajaj1,,41,49722,,0
23270,honda,,48,26885,,0
23271,suzuki,,29,31054,,0
23272,suzuki25,,36,49326,,0
23273,bajaj,,46,51929,,0
23274,bajaj1,,65,32029,,0
23275,honda,,21,25285,,0
23276,suzuki,,60,22965,,0
23277,suzuki25,,43,34997,,0
23278,bajaj,,54,38212,,0
23279,bajaj1,,41,31987,,0
23280,honda,,24,22160,,0
23281,suzuki,,44,41385,,0
23282,suzuki25,,24,48947,,0
23283,bajaj,,30,50261,,0
23284,bajaj1,,41,41129,,0
23285,honda,,34,39799,,0
23286,suzuki,,45,34728,,0
23287,suzuki25,,34,52364,,0
23288,bajaj,,44,37295,,0
23289,bajaj1,,33,36416,,0
23290,honda,,35,49378,,0
23291,suzuki,,57,47840,,0
23292,suzuki25,,51,49685,,0
23293,bajaj,,50,26382,,0
23294,bajaj1,,53,22823,,0
23295,honda,,64,20664,,0
23296,suzuki,,66,26513,,0
23297,suzuki25,,66,47691,,0
23298,bajaj,,68,49470,,0
23299,bajaj1,,23,34339,,0
23300,honda,,55,50078,,0
23301,suzuki,,24,42567,,0
23302,suzuki25,,67,25334,,0
23303,bajaj,,41,46163,,0
23304,bajaj1,,51,41466,,0
23305,honda,,59,50613,,0
23306,suzuki,,67,42909,,0
23307,suzuki25,,26,20508,,0
23308,bajaj,,51,26408,,0
23309,bajaj1,,21,45614,,0
23310,honda,,57,36489,,0
23311,suzuki,,29,46202,,0
23312,suzuki25,,45,44782,,0
23313,bajaj,,40,38573,,0
23314,bajaj1,,27,21395,,0
23315,honda,,51,32008,,0
23316,suzuki,,54,31448,,0
23317,suzuki25,,48,21009,,0
23318,bajaj,,49,42391,,0
23319,bajaj1,,45,28809,,0
23320,honda,,39,28852,,0
